50000000,1,128,max,cpu,123652744
50000000,1,128,max,gpu,216668558
50000000,1,128,min,cpu,229027895
50000000,1,128,min,gpu,203347522
50000000,1,128,avg,cpu,254126296
50000000,1,128,avg,gpu,232433118
50000000,1,128,dev,cpu,637321334
50000000,1,128,dev,gpu,273376088
50000000,1,128,all,cpu,652035137
50000000,1,128,all,gpu,260440068
49999872,4,128,max,cpu,125989123
49999872,4,128,max,gpu,136154451
49999872,4,128,min,cpu,224018874
49999872,4,128,min,gpu,128507280
49999872,4,128,avg,cpu,252558531
49999872,4,128,avg,gpu,142362864
49999872,4,128,dev,cpu,640622783
49999872,4,128,dev,gpu,148507437
49999872,4,128,all,cpu,654604537
49999872,4,128,all,gpu,145603103
49999872,16,128,max,cpu,125233075
49999872,16,128,max,gpu,131302492
49999872,16,128,min,cpu,222487268
49999872,16,128,min,gpu,123212265
49999872,16,128,avg,cpu,253340329
49999872,16,128,avg,gpu,164611462
49999872,16,128,dev,cpu,644789149
49999872,16,128,dev,gpu,131528980
49999872,16,128,all,cpu,637513092
49999872,16,128,all,gpu,134212081
49996800,28,128,max,cpu,110558485
49996800,28,128,max,gpu,131143483
49996800,28,128,min,cpu,185440509
49996800,28,128,min,gpu,118495481
49996800,28,128,avg,cpu,231663843
49996800,28,128,avg,gpu,132257788
49996800,28,128,dev,cpu,650802623
49996800,28,128,dev,gpu,136290009
49996800,28,128,all,cpu,682950907
49996800,28,128,all,gpu,137738272
49999872,1,256,max,cpu,125231911
49999872,1,256,max,gpu,155800453
49999872,1,256,min,cpu,228832639
49999872,1,256,min,gpu,143671284
49999872,1,256,avg,cpu,250924811
49999872,1,256,avg,gpu,175990880
49999872,1,256,dev,cpu,618359731
49999872,1,256,dev,gpu,186693337
49999872,1,256,all,cpu,621354034
49999872,1,256,all,gpu,199754700
49999872,4,256,max,cpu,110345893
49999872,4,256,max,gpu,122737285
49999872,4,256,min,cpu,192084159
49999872,4,256,min,gpu,111472250
49999872,4,256,avg,cpu,233098371
49999872,4,256,avg,gpu,137835108
49999872,4,256,dev,cpu,604967348
49999872,4,256,dev,gpu,132125948
49999872,4,256,all,cpu,607246233
49999872,4,256,all,gpu,136328947
49999872,16,256,max,cpu,113599834
49999872,16,256,max,gpu,134085667
49999872,16,256,min,cpu,190321134
49999872,16,256,min,gpu,125008070
49999872,16,256,avg,cpu,231576957
49999872,16,256,avg,gpu,139744376
49999872,16,256,dev,cpu,615673617
49999872,16,256,dev,gpu,138674296
49999872,16,256,all,cpu,621639662
49999872,16,256,all,gpu,141364274
49996800,28,256,max,cpu,116076364
49996800,28,256,max,gpu,143894655
49996800,28,256,min,cpu,191072772
49996800,28,256,min,gpu,134274309
49996800,28,256,avg,cpu,232922698
49996800,28,256,avg,gpu,127213231
49996800,28,256,dev,cpu,619913060
49996800,28,256,dev,gpu,138590565
49996800,28,256,all,cpu,623161193
49996800,28,256,all,gpu,141334873
49999872,1,512,max,cpu,116117772
49999872,1,512,max,gpu,134477514
49999872,1,512,min,cpu,193643654
49999872,1,512,min,gpu,127063570
49999872,1,512,avg,cpu,234101054
49999872,1,512,avg,gpu,165158534
49999872,1,512,dev,cpu,622659857
49999872,1,512,dev,gpu,182224314
49999872,1,512,all,cpu,624221432
49999872,1,512,all,gpu,194237984
49999872,4,512,max,cpu,115291850
49999872,4,512,max,gpu,122330244
49999872,4,512,min,cpu,191969265
49999872,4,512,min,gpu,112690034
49999872,4,512,avg,cpu,233284144
49999872,4,512,avg,gpu,132199243
49999872,4,512,dev,cpu,621456131
49999872,4,512,dev,gpu,140453150
49999872,4,512,all,cpu,624334494
49999872,4,512,all,gpu,143204617
49995776,16,512,max,cpu,112536008
49995776,16,512,max,gpu,141308130
49995776,16,512,min,cpu,186763824
49995776,16,512,min,gpu,132090009
49995776,16,512,avg,cpu,229478474
49995776,16,512,avg,gpu,132606424
49995776,16,512,dev,cpu,612313890
49995776,16,512,dev,gpu,141720124
49995776,16,512,all,cpu,624828436
49995776,16,512,all,gpu,143738493
49989632,28,512,max,cpu,115132623
49989632,28,512,max,gpu,147458524
49989632,28,512,min,cpu,191265815
49989632,28,512,min,gpu,135032007
49989632,28,512,avg,cpu,231740396
49989632,28,512,avg,gpu,131879445
49989632,28,512,dev,cpu,613337123
49989632,28,512,dev,gpu,140101398
49989632,28,512,all,cpu,616302737
49989632,28,512,all,gpu,137201710
49999872,1,1024,max,cpu,126120533
49999872,1,1024,max,gpu,101688512
49999872,1,1024,min,cpu,187134970
49999872,1,1024,min,gpu,111518266
49999872,1,1024,avg,cpu,227542507
49999872,1,1024,avg,gpu,165966500
49999872,1,1024,dev,cpu,597358481
49999872,1,1024,dev,gpu,177867565
49999872,1,1024,all,cpu,611299282
49999872,1,1024,all,gpu,189727239
49999872,4,1024,max,cpu,113036908
49999872,4,1024,max,gpu,119587855
49999872,4,1024,min,cpu,192394781
49999872,4,1024,min,gpu,110396077
49999872,4,1024,avg,cpu,230430898
49999872,4,1024,avg,gpu,121316085
49999872,4,1024,dev,cpu,609612639
49999872,4,1024,dev,gpu,130453782
49999872,4,1024,all,cpu,608354345
49999872,4,1024,all,gpu,133612814
49987584,16,1024,max,cpu,113958104
49987584,16,1024,max,gpu,136554629
49987584,16,1024,min,cpu,186004360
49987584,16,1024,min,gpu,127717429
49987584,16,1024,avg,cpu,225954488
49987584,16,1024,avg,gpu,114589169
49987584,16,1024,dev,cpu,612160759
49987584,16,1024,dev,gpu,122033272
49987584,16,1024,all,cpu,602952377
49987584,16,1024,all,gpu,116306042
49975296,28,1024,max,cpu,114242125
49975296,28,1024,max,gpu,138198469
49975296,28,1024,min,cpu,196497279
49975296,28,1024,min,gpu,132907982
49975296,28,1024,avg,cpu,235596510
49975296,28,1024,avg,gpu,124546325
49975296,28,1024,dev,cpu,625177597
49975296,28,1024,dev,gpu,127127980
49975296,28,1024,all,cpu,623302146
49975296,28,1024,all,gpu,120082140
100000000,1,128,max,cpu,227108813
